Date,Cases,Cumulative_cases,Country
2022-06-27,0,1076,United Kingdom
2022-06-28,0,1076,United Kingdom
2022-06-29,0,1076,United Kingdom
2022-06-30,159,1235,United Kingdom
2022-07-01,0,1235,United Kingdom
2022-07-02,0,1235,United Kingdom
2022-07-03,0,1235,United Kingdom
2022-07-04,116,1351,United Kingdom
2022-07-05,0,1351,United Kingdom
2022-07-06,0,1351,United Kingdom
2022-07-07,201,1552,United Kingdom
2022-07-08,0,1552,United Kingdom
2022-07-09,0,1552,United Kingdom
2022-07-10,0,1552,United Kingdom
2022-07-11,183,1735,United Kingdom
2022-07-12,0,1735,United Kingdom
2022-05-18,1,1,United States
2022-05-19,0,1,United States
2022-05-20,1,2,United States
2022-05-21,0,2,United States
2022-05-22,0,2,United States
2022-05-23,0,2,United States
2022-05-24,0,2,United States
2022-05-25,2,4,United States
2022-05-26,5,9,United States
2022-05-27,3,12,United States
2022-05-28,0,12,United States
2022-05-29,2,14,United States
2022-05-30,0,14,United States
2022-05-31,5,19,United States
2022-06-01,0,19,United States
2022-06-02,4,23,United States
2022-06-03,5,28,United States
2022-06-04,0,28,United States
2022-06-05,0,28,United States
2022-06-06,1,29,United States
2022-06-07,6,35,United States
2022-06-08,5,40,United States
2022-06-09,5,45,United States
2022-06-10,2,47,United States
2022-06-11,2,49,United States
2022-06-12,0,49,United States
2022-06-13,16,65,United States
2022-06-14,7,72,United States
2022-06-15,12,84,United States
2022-06-16,16,100,United States
2022-06-17,13,113,United States
2022-06-18,0,113,United States
2022-06-19,0,113,United States
2022-06-20,0,113,United States
2022-06-21,29,142,United States
2022-06-22,14,156,United States
2022-06-23,17,173,United States
2022-06-24,28,201,United States
2022-06-25,0,201,United States
2022-06-26,0,201,United States
2022-06-27,43,244,United States
2022-06-28,62,306,United States
2022-06-29,45,351,United States
2022-06-30,44,395,United States
2022-07-01,64,459,United States
2022-07-02,0,459,United States
2022-07-03,0,459,United States
2022-07-04,0,459,United States
2022-07-05,100,559,United States
2022-07-06,45,604,United States
2022-07-07,96,700,United States
2022-07-08,66,766,United States
2022-07-09,0,766,United States
2022-07-10,0,766,United States
2022-07-11,98,864,United States
2022-07-12,0,864,United States
2022-06-12,1,1,Venezuela
2022-06-13,0,1,Venezuela
2022-06-14,0,1,Venezuela
2022-06-15,0,1,Venezuela
2022-06-16,0,1,Venezuela
2022-06-17,0,1,Venezuela
2022-06-18,0,1,Venezuela
2022-06-19,0,1,Venezuela
2022-06-20,0,1,Venezuela
2022-06-21,0,1,Venezuela
2022-06-22,0,1,Venezuela
2022-06-23,0,1,Venezuela
2022-06-24,0,1,Venezuela
2022-06-25,0,1,Venezuela
2022-06-26,0,1,Venezuela
2022-06-27,0,1,Venezuela
2022-06-28,0,1,Venezuela
2022-06-29,0,1,Venezuela
2022-06-30,0,1,Venezuela
2022-07-01,0,1,Venezuela
2022-07-02,0,1,Venezuela
2022-07-03,0,1,Venezuela
2022-07-04,0,1,Venezuela
2022-07-05,0,1,Venezuela
2022-07-06,0,1,Venezuela
2022-07-07,0,1,Venezuela
2022-07-08,0,1,Venezuela
2022-07-09,0,1,Venezuela
2022-07-10,0,1,Venezuela
2022-07-11,0,1,Venezuela
2022-07-12,0,1,Venezuela
